Title,Source,DOI,Year,Authenticus DT,WOS:000070984900003,Authenticus ID,Institution,NUTS II
Reproductive Consequences of Nest Site Selection by Little Terns Breeding on Sandy Beaches,WATERBIRDS,10.1675/063.035.0402,2012,Article,WOS:000313382700002,P-002-2H0,Universidade de Coimbra,ALGARVE; CENTRO
Response of intertidal macrobenthic communities and primary producers to mitigation measures in a temperate estuary,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2012.08.022,2013,Article,WOS:000313770800002,P-002-0W3,Universidade de Coimbra,CENTRO
Natural variability and reference conditions: setting type-specific classification boundaries for lagoon macroinvertebrates in the Mediterranean and Black Seas,HYDROBIOLOGIA,10.1007/s10750-012-1273-z,2013,Article,WOS:000314693600022,P-002-09E,Universidade de Coimbra,CENTRO
Assessment of estuarine macrobenthic assemblages and ecological quality status at a dredging site in a southern Europe estuary,OCEAN & COASTAL MANAGEMENT,10.1016/j.ocecoaman.2011.07.009,2013,Article,WOS:000315071300009,P-002-0S6,Universidade de Coimbra,CENTRO
"THE PARASITE SACCULINA CARCINI THOMPSON, 1836 (CIRRIPEDIA, RHIZOCEPHALA) IN THE CRAB CARCINUS MAENAS (LINNAEUS, 1758) (DECAPODA, PORTUNIDAE): INFLUENCE OF ENVIRONMENTAL CONDITIONS, COLOUR MORPHOTYPE AND SEX",CRUSTACEANA,10.1163/15685403-00003150,2013,Article,WOS:000315076200003,P-002-1GN,Universidade de Coimbra,CENTRO
Behaviour of Talitrus saltator (Crustacea: Amphipoda) on a rehabilitated sandy beach on the European Atlantic Coast (Portugal),ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2012.11.014,2013,Article,WOS:000315323600016,P-002-16H,Universidade de Coimbra,CENTRO
Year-round distribution and habitat preferences of the Bugio petrel,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps10083,2013,Article,WOS:000315465900020,P-002-1EP,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO; REGIAO AUTONOMA DA MADEIRA
Cadmium Aqueous Exposure and Uptake of the Estuarine Isopod Cyathura carinata,WATER AIR AND SOIL POLLUTION,10.1007/s11270-013-1518-0,2013,Article,WOS:000317619700033,P-005-202,Universidade de Coimbra,CENTRO
Sandy beach macrofaunal assemblages as indicators of anthropogenic impacts on coastal dunes,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2013.02.022,2013,Article,WOS:000318191800024,P-004-ZYE,Universidade de Coimbra,CENTRO
"Toxicity of three pesticides commonly used in Brazil to Pontoscolex corethrurus (Muller, 1857) and Eisenia andrei (Bouche, 1972)",APPLIED SOIL ECOLOGY,10.1016/j.apsoil.2012.12.011,2013,Article,WOS:000320493900006,P-006-9P6,Universidade de Coimbra,CENTRO
Effect of exotic mammalian predators on parasites of Cory's shearwater: ecological effect on population health and breeding success,PARASITOLOGY RESEARCH,10.1007/s00436-013-3443-y,2013,Article,WOS:000320516500035,P-006-9S4,Universidade de Coimbra,CENTRO
Seasonal changes in the diet and feeding behaviour of a top predator indicate a flexible response to deteriorating oceanographic conditions,MARINE BIOLOGY,10.1007/s00227-013-2212-x,2013,Article,WOS:000320791000006,P-006-9QK,Universidade de Coimbra,CENTRO
Testing different ecological scenarios in a temperate estuary: A contribution towards the implementation of the Ecological Potential assessment,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2013.03.019,2013,Article,WOS:000321088200033,P-006-A25,Universidade de Coimbra,CENTRO
Overcoming difficult times: the behavioural resilience of a marine predator when facing environmental stochasticity,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps10332,2013,Article,WOS:000321776600023,P-006-G6B,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Drivers of estuarine benthic species distribution patterns following a restoration of a seagrass bed: A functional trait analyses,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2013.05.001,2013,Article,WOS:000321937700020,P-006-95Y,Universidade de Coimbra,CENTRO
The use of nematodes in assessing ecological conditions in shallow waters surrounding a Mediterranean harbour facility,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2013.02.017,2013,Article,WOS:000324609600022,P-006-795,Universidade de Coimbra,CENTRO
"PALEOENVIRONMENTAL AND PALEOBIOGEOGRAPHICAL IMPLICATIONS OF A MIDDLE PLEISTOCENE MOLLUSC ASSEMBLAGE FROM THE MARINE TERRACES OF BAIA DAS PIPAS, SOUTHWEST ANGOLA",JOURNAL OF PALEONTOLOGY,10.1666/12-119,2013,Article,WOS:000327359000005,P-009-QMR,Universidade de Coimbra,CENTRO
Influence of benthic macroinvertebrates on the erodability of estuarine cohesive sediments: Density- and biomass-specific responses,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2013.09.020,2013,Article,WOS:000327677300008,P-006-JF1,Universidade de Coimbra,CENTRO
"Relation between climatic factors, diet and reproductive parameters of Little Terns over a decade",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,10.1016/j.actao.2013.09.001,2013,Article,WOS:000327806600007,P-006-JPR,Universidade de Coimbra,CENTRO
Effects of local and large-scale climate patterns on estuarine resident fishes: The example of Pomatoschistus microps and Pomatoschistus minutus,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2013.10.030,2013,Article,WOS:000328871300027,P-008-HVP,Universidade de Coimbra,CENTRO
Long term variation of an amphipod species' population secondary production as indicator of incomplete resilience in a temperate estuary,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2013.08.001,2014,Article,WOS:000329081100034,P-008-E18,Universidade de Coimbra,CENTRO
Niche segregation amongst sympatric species at exposed sandy shores with contrasting wrack availabilities illustrated by stable isotopic analysis,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2013.09.026,2014,Article,WOS:000329081100075,P-008-G8N,Universidade de Coimbra,CENTRO
Patterns in estuarine macrofauna body size distributions: The role of habitat and disturbance impact,JOURNAL OF SEA RESEARCH,10.1016/j.seares.2013.07.012,2014,Article,WOS:000329884700041,P-008-GYB,Universidade de Coimbra,CENTRO
Consumption and feeding preference of Echinogammarus marinus on two different algae: Fucus vesiculosus and Ulva intestinalis,JOURNAL OF SEA RESEARCH,10.1016/j.seares.2013.07.017,2014,Article,WOS:000329884700044,P-008-GWE,Universidade de Coimbra,CENTRO
Effects of sewage pollution on the structure of rocky shore macroinvertebrate assemblages,HYDROBIOLOGIA,10.1007/s10750-013-1773-5,2014,Article,WOS:000330836300019,P-009-4B5,Universidade de Coimbra,CENTRO
"Sponge-microbialite buildups from the Toarcian of the Coimbra region (Northern Lusitanian Basin, Portugal): paleoecological and paleoenvironmental significance",FACIES,10.1007/s10347-013-0389-6,2014,Article,WOS:000333123300011,P-009-7TH,Universidade de Coimbra,CENTRO
Depositional sequences and ammonoid assemblages in the upper Cenomanian-lower Santonian of the Iberian Peninsula (Spain and Portugal),GEOLOGICA ACTA,10.1344/105.000002056,2014,Article,WOS:000333550200002,P-009-8QH,Universidade de Coimbra,CENTRO
Carbon isotope evidence for sedimentary discontinuities in the lower Toarcian of the Lusitanian Basin (Portugal): Sea level change at the onset of the Oceanic Anoxic Event,SEDIMENTARY GEOLOGY,10.1016/j.sedgeo.2014.01.001,2014,Article,WOS:000333856700001,P-009-5DY,Universidade de Coimbra,CENTRO
Temporal changes in macrofauna as response indicator to potential human pressures on sandy beaches,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2014.01.023,2014,Article,WOS:000334822200006,P-009-5DD,Universidade de Coimbra,CENTRO; NORTE
The Study of Deep-Sea Cephalopods,"ADVANCES IN CEPHALOPOD SCIENCE: BIOLOGY, ECOLOGY, CULTIVATION AND FISHERIES",10.1016/b978-0-12-800287-2.00003-2,2014,Review,WOS:000337493800004,P-009-HBJ,Universidade de Coimbra,CENTRO
Impact of trematodes on the population structure and shell shape of the estuarine mud snail Hydrobia ulvae from a Southern European estuary,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,10.1111/maec.12086,2014,Article,WOS:000337692400001,P-009-HKZ,Universidade de Coimbra,CENTRO
Shorebird low spillover risk of mosquito-borne pathogens on Iberian wetlands,JOURNAL OF ORNITHOLOGY,10.1007/s10336-013-1036-2,2014,Article,WOS:000337792000023,P-009-C4J,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Expressional regulation of key hepatic enzymes of intermediary metabolism in European seabass (Dicentrarchus labrax) during food deprivation and refeeding,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,10.1016/j.cbpa.2014.04.004,2014,Article,WOS:000337851700006,P-00A-5F0,Universidade de Coimbra,CENTRO
How important are seabirds in the diet of black rats on islands with a superpredator?,ZOOLOGY,10.1016/j.zool.2013.12.003,2014,Article,WOS:000337884800003,P-009-GSH,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Can variations in the spatial distribution at sea and isotopic niche width be associated with consistency in the isotopic niche of a pelagic seabird species?,MARINE BIOLOGY,10.1007/s00227-014-2468-9,2014,Article,WOS:000339900700015,P-009-RMS,Universidade de Coimbra,CENTRO
Occurrence of PCDD/Fs and dioxin-like PCBs in superficial sediment of Portuguese estuaries,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-014-2891-y,2014,Article,WOS:000340460500043,P-009-QMX,Universidade de Coimbra,CENTRO
Active avoidance from a crude oil soluble fraction by an Andean paramo copepod,ECOTOXICOLOGY,10.1007/s10646-014-1268-9,2014,Article,WOS:000340548700011,P-009-RRK,Universidade de Coimbra,CENTRO
Behavioural adaptations of two sympatric sandhoppers living on a mesotidal European Atlantic sandy beach,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2014.05.016,2014,Article,WOS:000341477000003,P-009-PTC,Universidade de Coimbra,CENTRO
Trace Elements in Edible Rocky Shore Species: Effect of Sewage Discharges and Human Health Risk Implications,HUMAN AND ECOLOGICAL RISK ASSESSMENT,10.1080/10807039.2014.890480,2015,Article,WOS:000342065600009,P-009-V0W,Universidade de Coimbra,CENTRO
Climate change and Southern Ocean ecosystems I: how changes in physical habitats directly affect marine biota,GLOBAL CHANGE BIOLOGY,10.1111/gcb.12623,2014,Review,WOS:000342168500002,P-009-V1K,Universidade de Coimbra,CENTRO
Reaction of an estuarine food web to disturbance: Lindeman's perspective,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps10885,2014,Article,WOS:000344013800010,P-009-VVT,Universidade de Coimbra,CENTRO
Cephalopod fauna of South Pacific waters: new information from breeding New Zealand wandering albatrosses,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps10957,2014,Article,WOS:000344394400011,P-009-YHC,Universidade de Coimbra,CENTRO
Are eulittoral assemblages suitable for detecting the effects of sewage discharges in Atlantic and Mediterranean coastal areas?,ITALIAN JOURNAL OF ZOOLOGY,10.1080/11250003.2014.947336,2014,Article,WOS:000344781500012,P-009-ZP3,Universidade de Coimbra,CENTRO
Adjusting the effect of seasonal variability in the bioassessment of streams,ENVIRONMENTAL MONITORING AND ASSESSMENT,10.1007/s10661-014-4107-9,2015,Article,WOS:000345368800030,P-00A-0X4,Universidade de Coimbra,CENTRO
Primary Productivity Temporal Fluctuations in a Nutrient-Rich Estuary due to Climate-Driven Events,ESTUARIES AND COASTS,10.1007/s12237-014-9813-6,2015,Article,WOS:000347680300001,P-00A-5MB,Universidade de Coimbra,CENTRO
Stable isotopes reveal habitat-related diet shifts in facultative deposit-feeders,JOURNAL OF SEA RESEARCH,10.1016/j.seares.2014.07.004,2015,Article,WOS:000347762500018,P-00A-4GZ,Universidade de Coimbra,CENTRO
Detecting changes on coastal primary sand dunes using multi-temporal Landsat Imagery,IMAGE AND SIGNAL PROCESSING FOR REMOTE SENSING XX,10.1117/12.2067189,2014,Proceedings Paper,WOS:000348128500057,P-00A-5SG,Universidade de Coimbra,CENTRO
The Effect of Moonlight on Scopoli's Shearwater Calonectris diomedea Colony Attendance Patterns and Nocturnal Foraging: A Test of the Foraging Efficiency Hypothesis,ETHOLOGY,10.1111/eth.12338,2015,Article,WOS:000348908100008,P-00A-5A0,Universidade de Coimbra,CENTRO
Spatial foraging segregation by close neighbours in a wide-ranging seabird,OECOLOGIA,10.1007/s00442-014-3109-1,2015,Article,WOS:000348981500012,P-00A-544,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Foraging by experienced and inexperienced Cory's shearwater along a 3-year period of ameliorating foraging conditions,MARINE BIOLOGY,10.1007/s00227-015-2612-1,2015,Article,WOS:000349374800013,P-00A-7HP,Universidade de Coimbra,CENTRO
Analysis of chloramphenicol residues in the macroalgae Ulva lactuca through ultra-high performance liquid chromatography coupled to tandem mass spectrometry (UHPLC-MS/MS),MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2014.12.007,2015,Article,WOS:000350079700036,P-00A-60K,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Sulfathiazole: Analytical methods for quantification in seawater and macroalgae,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,10.1016/j.etap.2014.11.007,2015,Article,WOS:000350187900009,P-00A-00N,Universidade de Coimbra,CENTRO
The Southern Ocean ecosystem under multiple climate change stresses - an integrated circumpolar assessment,GLOBAL CHANGE BIOLOGY,10.1111/gcb.12794,2015,Article,WOS:000351214100008,P-00A-8J3,Universidade de Coimbra,CENTRO
Addressing the recovery of feeding rates in post-exposure feeding bioassays: Cyathura carinata as a case study,ENVIRONMENTAL RESEARCH,10.1016/j.envres.2014.12.023,2015,Article,WOS:000352331000027,P-00A-3GX,Universidade de Coimbra,CENTRO
Effects of alga Fucus serratus decline on benthic assemblages and trophic linkages at its retreating southern range edge,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps11248,2015,Article,WOS:000354395700007,P-00G-570,Universidade de Coimbra,CENTRO
Physical controls on sand composition and relative durability of detrital minerals during ultra-long distance littoral and aeolian transport (Namibia and southern Angola),SEDIMENTOLOGY,10.1111/sed.12169,2015,Article,WOS:000354564200001,P-00G-4X0,Universidade de Coimbra,CENTRO
Using thermal tracers to estimate flow velocities of shallow flows: laboratory and field experiments,JOURNAL OF HYDROLOGY AND HYDROMECHANICS,10.1515/johh-2015-0028,2015,Article,WOS:000356812200010,P-00G-CBP,Universidade de Coimbra,CENTRO
Feeding niche preference of the mudsnail Peringia ulvae,MARINE AND FRESHWATER RESEARCH,10.1071/mf14021,2015,Article,WOS:000357057500001,P-00G-CSX,Universidade de Coimbra,CENTRO
Numerical and experimental investigation of a gully under surcharge conditions,URBAN WATER JOURNAL,10.1080/1573062x.2013.831916,2015,Article,WOS:000358414600004,P-00G-KCT,Universidade de Coimbra,CENTRO
"The impact and legislative framework of invasive mammals on Portuguese Macaronesian islands: A case study on Corvo, Azores",ENVIRONMENTAL SCIENCE & POLICY,10.1016/j.envsci.2015.05.002,2015,Article,WOS:000358699600012,P-00G-BDS,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Pelagic seabird flight patterns are consistent with a reliance on olfactory maps for oceanic navigation,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2015.0468,2015,Article,WOS:000358735700008,P-00G-DDG,Universidade de Coimbra,CENTRO
"The joint space-time statistics of macroweather precipitation, space-time statistical factorization and macroweather models",CHAOS,10.1063/1.4927223,2015,Article,WOS:000358925600032,P-00G-FK4,Universidade de Coimbra,CENTRO
Habitat association of larval fish assemblages in the northern Persian Gulf,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2015.06.028,2015,Article,WOS:000360417800022,P-00G-M56,Universidade de Coimbra,CENTRO
Changes in Vegetation Cover Explain Shifts of Colony Sites by Little Terns (Stemula albifrons) in Coastal Portugal,WATERBIRDS,10.1675/063.038.0306,2015,Article,WOS:000361930800005,P-00G-RBB,Universidade de Coimbra,CENTRO
Chronic mercury exposure in Late Neolithic/Chalcolithic populations in Portugal from the cultural use of cinnabar,SCIENTIFIC REPORTS,10.1038/srep14679,2015,Article,WOS:000362087700002,P-00G-PHT,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Individual specialization in the foraging and feeding strategies of seabirds: a review,MARINE BIOLOGY,10.1007/s00227-015-2735-4,2015,Review,WOS:000362322200001,P-00G-R39,Universidade de Coimbra,CENTRO
"The Foraging Ecology of the Endangered Cape Verde Shearwater, a Sentinel Species for Marine Conservation off West Africa",PLOS ONE,10.1371/journal.pone.0139390,2015,Article,WOS:000362499200020,P-00G-R22,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
A switch in the Atlantic Oscillation correlates with inter-annual changes in foraging location and food habits of Macaronesian shearwaters (Puffinus baroli) nesting on two islands of the sub-tropical Atlantic Ocean,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,10.1016/j.dsr.2015.07.001,2015,Article,WOS:000363078500006,P-00G-V86,Universidade de Coimbra,CENTRO; REGIAO AUTONOMA DA MADEIRA
"Year-round distribution suggests spatial segregation of Cory's shearwaters, based on individual experience",MARINE BIOLOGY,10.1007/s00227-015-2762-1,2015,Article,WOS:000363952400011,P-00G-VX5,Universidade de Coimbra,CENTRO
New insights in Southwestern Atlantic Ocean Oegopsid squid distribution based on juvenile green turtle (Chelonia mydas) diet analysis,MARINE BIODIVERSITY,10.1007/s12526-014-0272-x,2015,Article,WOS:000365873600025,P-00J-Y73,Universidade de Coimbra,CENTRO
Three efficient numerical models to analyse the step problem in shallow water,ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS,10.1016/j.enganabound.2015.09.005,2016,Article,WOS:000366070100006,P-00G-Q29,Universidade de Coimbra,CENTRO
Response of macroalgae and macroinvertebrates to anthropogenic disturbance gradients in rocky shores,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2015.10.038,2016,Article,WOS:000367411200067,P-00J-ZH9,Universidade de Coimbra,CENTRO
"The presence of cadmium in the intertidal environments of a moderately impacted coastal lagoon in western Portugal (A""bidos Lagoon)-spatial and seasonal evaluations",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-015-5847-y,2016,Article,WOS:000368200200096,P-00K-0MA,Universidade de Coimbra,CENTRO
Macroweather precipitation variability up to global and centennial scales,WATER RESOURCES RESEARCH,10.1002/2015wr017455,2015,Article,WOS:000368421500006,P-00K-0PZ,Universidade de Coimbra,CENTRO
"Predicting the effects of copper on local population decline of 2 marine organisms, cobia fish and whiteleg shrimp, based on avoidance response",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,10.1002/etc.3192,2016,Article,WOS:000368888100019,P-00K-4MP,Universidade de Coimbra,CENTRO
"Distribution, habitat and trophic ecology of Antarctic squid Kondakovia longimana and Moroteuthis knipovitchi: inferences from predators and stable isotopes",POLAR BIOLOGY,10.1007/s00300-015-1675-2,2016,Article,WOS:000369067100015,P-00K-4QB,Universidade de Coimbra,CENTRO
Palaeobiogeographic patterns of the brachiopod assemblages of the Iberian Subplate during the Late Toarcian-Early Aalenian (Jurassic),PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,10.1016/j.palaeo.2015.10.053,2016,Article,WOS:000369681300002,P-00G-WRX,Universidade de Coimbra,CENTRO
"Evidence of an unreported negative effect of fisheries discards on seabirds: death by choking on the Atlantic Midshipman, Porichthys porosissimus, in southern Brazil",EMU,10.1071/mu14106,2016,Article,WOS:000370058800007,P-00K-5ZM,Universidade de Coimbra,CENTRO
Patchy sediment contamination scenario and the habitat selection by an estuarine mudsnail,ECOTOXICOLOGY,10.1007/s10646-015-1599-1,2016,Article,WOS:000370716000015,P-00K-7Q7,Universidade de Coimbra,CENTRO
"The cephalopod prey of the Weddell seal, Leptonychotes weddellii, a biological sampler of the Antarctic marine ecosystem",POLAR BIOLOGY,10.1007/s00300-015-1794-9,2016,Article,WOS:000371640300013,P-00K-A81,Universidade de Coimbra,CENTRO
Biogeography of Cephalopods in the Southern Ocean Using Habitat Suitability Prediction Models,ECOSYSTEMS,10.1007/s10021-015-9926-1,2016,Article,WOS:000371797400002,P-00G-SF3,Universidade de Coimbra,CENTRO
Global spatial ecology of three closely-related gadfly petrels,SCIENTIFIC REPORTS,10.1038/srep23447,2016,Article,WOS:000372532400001,P-00K-AGC,Universidade de Coimbra,CENTRO; REGIAO AUTONOMA DA MADEIRA
Population-Scale Foraging Segregation in an Apex Predator of the North Atlantic,PLOS ONE,10.1371/journal.pone.0151340,2016,Article,WOS:000372697400029,P-00K-BJR,Universidade de Coimbra,CENTRO; REGIAO AUTONOMA DA MADEIRA
Climate change and polar range expansions: Could cuttlefish cross the Arctic?,MARINE BIOLOGY,10.1007/s00227-016-2850-x,2016,Article,WOS:000373019300011,P-00K-B7G,Universidade de Coimbra,CENTRO
"Prebreeding survival of Roseate Terns Sterna dougallii varies with sex, hatching order and hatching date",IBIS,10.1111/ibi.12359,2016,Article,WOS:000373367900008,P-00K-DCC,Universidade de Coimbra,CENTRO
"A calcareous nannofossil and organic geochemical study of marine palaeoenvironmental changes across the Sinemurian/Pliensbachian (early Jurassic, similar to 191 Ma) in Portugal",PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,10.1016/j.palaeo.2016.02.009,2016,Article,WOS:000374364400001,P-00K-89A,Universidade de Coimbra,CENTRO
Conservation implications of consistent foraging and trophic ecology in a rare petrel species,ANIMAL CONSERVATION,10.1111/acv.12227,2016,Article,WOS:000374563900009,P-00K-FMK,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO; REGIAO AUTONOMA DA MADEIRA
"Morphostructural characterization of the western edge of the Huila Plateau (SW Angola), based on remote sensing techniques",JOURNAL OF AFRICAN EARTH SCIENCES,10.1016/j.jafrearsci.2016.01.007,2016,Article,WOS:000374609800008,P-00K-ETB,Universidade de Coimbra,CENTRO; NORTE
Provenance of Pliocene clay deposits from the Iberian Atlantic Margin and compositional changes during recycling,SEDIMENTARY GEOLOGY,10.1016/j.sedgeo.2015.12.011,2016,Article,WOS:000374611100015,P-00K-ETJ,Universidade de Coimbra,CENTRO; NORTE
Assessing estuarine quality: A cost-effective in situ assay with amphipods,ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2016.01.071,2016,Article,WOS:000376800000045,P-00K-94D,Universidade de Coimbra,CENTRO
"Benthic foraminiferal assemblages record major environmental perturbations during the Late Pliensbachian-Early Toarcian interval in the Peniche GSSP, Portugal",PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,10.1016/j.palaeo.2016.04.039,2016,Article,WOS:000377732200021,P-00K-K2D,Universidade de Coimbra,CENTRO
When Parasites Are Good for Health: Cestode Parasitism Increases Resistance to Arsenic in Brine Shrimps,PLOS PATHOGENS,10.1371/journal.ppat.1005459,2016,Article,WOS:000378154800010,P-00K-MC7,Universidade de Coimbra,CENTRO
Dispersal similarly shapes both population genetics and community patterns in the marine realm,SCIENTIFIC REPORTS,10.1038/srep28730,2016,Article,WOS:000378516200001,P-00K-KTW,Universidade de Coimbra,CENTRO
Sex-related variation in the vulnerability of wandering albatrosses to pelagic longline fleets,ANIMAL CONSERVATION,10.1111/acv.12245,2016,Article,WOS:000378939500011,P-00K-MTD,Universidade de Coimbra,CENTRO
Sewage discharges in oceanic islands: effects and recovery of eulittoral macrofauna assemblages,JOURNAL OF COASTAL CONSERVATION,10.1007/s11852-016-0442-z,2016,Article,WOS:000379584400005,P-00K-GN9,Universidade de Coimbra,CENTRO
Levy patterns in seabirds are multifaceted describing both spatial and temporal patterning,FRONTIERS IN ZOOLOGY,10.1186/s12983-016-0160-2,2016,Article,WOS:000379681800002,P-00K-KTA,Universidade de Coimbra,CENTRO
The invasive brown seaweed Sargassum muticum as new resource for alginate in Morocco: Spectroscopic and rheological characterization,PHYCOLOGICAL RESEARCH,10.1111/pre.12135,2016,Article,WOS:000379941200007,P-00K-N8V,Universidade de Coimbra,CENTRO
Terrestrial and Marine Foraging Strategies of an Opportunistic Seabird Species Breeding in the Wadden Sea,PLOS ONE,10.1371/journal.pone.0159630,2016,Article,WOS:000381471100008,P-00K-TM5,Universidade de Coimbra,CENTRO
New data on the Toarcian nautiloids in the Iberian Peninsula (Spain and Portugal),PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,NULL,2016,Article,WOS:000382103400003,P-00N-DK6,Universidade de Coimbra,CENTRO
Tropical Estuarine Macrobenthic Communities Are Structured by Turnover Rather than Nestedness,PLOS ONE,10.1371/journal.pone.0161082,2016,Article,WOS:000382855600013,P-00M-422,Universidade de Coimbra,CENTRO
Antifungal activity of carrageenan extracts from the red alga Chondracanthus teedei var. lusitanicus,JOURNAL OF APPLIED PHYCOLOGY,10.1007/s10811-016-0849-9,2016,Article,WOS:000383569600035,P-00K-DMJ,Universidade de Coimbra,CENTRO
Trophic strategies of Yellow-legged Gull Larus michahellis on oceanic islands surrounded by deep waters,BIRD STUDY,10.1080/00063657.2016.1194804,2016,Article,WOS:000383903900006,P-00M-3MP,Universidade de Coimbra,CENTRO
Dependence of juvenile reef fishes on semi-arid hypersaline estuary microhabitats as nurseries,JOURNAL OF FISH BIOLOGY,10.1111/jfb.13006,2016,Article,WOS:000384307300040,P-00K-N8M,Universidade de Coimbra,CENTRO
Effects of biochar addition to estuarine sediments,JOURNAL OF SOILS AND SEDIMENTS,10.1007/s11368-016-1493-3,2016,Article,WOS:000384576200015,P-00K-KRY,Universidade de Coimbra,CENTRO
Identifying the Diet of the Little Tern (Sternula albifrons),WATERBIRDS,NULL,2016,Article,WOS:000384631200012,P-00M-4C4,Universidade de Coimbra,CENTRO
A multiresidue approach for the simultaneous quantification of antibiotics in macroalgae by ultra-high performance liquid chromatography-tandem mass spectrometry,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,10.1016/j.jchromb.2016.09.009,2016,Article,WOS:000385322600045,P-00K-VCN,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Optimising a clearance index based on neutral red as an indicator of physiological stress for bivalves,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2016.07.025,2016,Article,WOS:000388157900050,P-00M-8VV,Universidade de Coimbra,CENTRO
A local-scale approach to estuarine flood risk management,NATURAL HAZARDS,10.1007/s11069-016-2510-y,2016,Article,WOS:000388187900011,P-00K-R3P,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
Spatial and temporal response of multiple trait-based indices to natural- and anthropogenic seafloor disturbance (effluents),ECOLOGICAL INDICATORS,10.1016/j.ecolind.2016.05.020,2016,Article,WOS:000388785100061,P-00K-GGD,Universidade de Coimbra,CENTRO
Ability of invertebrate indices to assess ecological condition on intertidal rocky shores,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2016.06.004,2016,Article,WOS:000388785200023,P-00K-KMY,Universidade de Coimbra,CENTRO
"Physiological, Morphological and Behavioural Responses of Self-Feeding Precocial Chicks Copying with Contrasting Levels of Water Salinity during Development",PLoS One,10.1371/journal.pone.0165364,2016,Article,WOS:000389604900067,P-00M-5T8,Universidade de Coimbra,CENTRO
Is polychaete family-level sufficient to assess impact on tropical estuarine gradients?,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,10.1016/j.actao.2016.08.009,2016,Review,WOS:000389731600007,P-00M-A6T,Universidade de Coimbra,CENTRO
Otolith-based age and growth of the Lessepsian species Fistularia commersonii (Osteichtyes: Fistulariidae) in South of Sicily (Central Mediterranean Sea),ITALIAN JOURNAL OF ZOOLOGY,10.1080/11250003.2016.1223759,2016,Article,WOS:000390320600005,P-00M-BEK,Universidade de Coimbra,CENTRO
